"","Year","Week","Week.Ending","Geo.Level","State","State.ANSI","Prc.Excellent","Prc.Good","Prc.Fair","Prc.Poor","Prc.VeryPoor"
"INDIANA-1999-09-05",1999,35,"1999-09-05","STATE","INDIANA",18,3,26,42,21,8
"INDIANA-1999-09-12",1999,36,"1999-09-12","STATE","INDIANA",18,2,23,45,21,9
"INDIANA-1999-09-19",1999,37,"1999-09-19","STATE","INDIANA",18,2,25,43,21,9
"INDIANA-1999-09-26",1999,38,"1999-09-26","STATE","INDIANA",18,3,26,43,19,9
"INDIANA-1999-10-03",1999,39,"1999-10-03","STATE","INDIANA",18,3,26,43,19,9
"INDIANA-2000-05-21",2000,20,"2000-05-21","STATE","INDIANA",18,17,60,21,2,0
"INDIANA-2000-05-28",2000,21,"2000-05-28","STATE","INDIANA",18,20,61,17,2,0
"INDIANA-2000-06-04",2000,22,"2000-06-04","STATE","INDIANA",18,21,61,16,2,0
"INDIANA-2000-06-11",2000,23,"2000-06-11","STATE","INDIANA",18,21,61,16,2,0
"INDIANA-2000-06-18",2000,24,"2000-06-18","STATE","INDIANA",18,26,57,14,3,0
"INDIANA-2000-06-25",2000,25,"2000-06-25","STATE","INDIANA",18,32,53,13,2,0
"INDIANA-2000-07-02",2000,26,"2000-07-02","STATE","INDIANA",18,30,54,12,3,1
"INDIANA-2000-07-09",2000,27,"2000-07-09","STATE","INDIANA",18,33,52,12,2,1
"INDIANA-2000-07-16",2000,28,"2000-07-16","STATE","INDIANA",18,32,52,12,3,1
"INDIANA-2000-07-23",2000,29,"2000-07-23","STATE","INDIANA",18,31,54,11,3,1
"INDIANA-2000-07-30",2000,30,"2000-07-30","STATE","INDIANA",18,26,53,16,4,1
"INDIANA-2000-08-06",2000,31,"2000-08-06","STATE","INDIANA",18,29,51,16,3,1
"INDIANA-2000-08-13",2000,32,"2000-08-13","STATE","INDIANA",18,33,50,14,3,0
"INDIANA-2000-08-20",2000,33,"2000-08-20","STATE","INDIANA",18,28,52,16,3,1
"INDIANA-2000-08-27",2000,34,"2000-08-27","STATE","INDIANA",18,27,52,17,3,1
"INDIANA-2000-09-03",2000,35,"2000-09-03","STATE","INDIANA",18,23,53,19,4,1
"INDIANA-2000-09-10",2000,36,"2000-09-10","STATE","INDIANA",18,23,50,22,4,1
"INDIANA-2000-09-17",2000,37,"2000-09-17","STATE","INDIANA",18,19,54,21,5,1
"INDIANA-2000-09-24",2000,38,"2000-09-24","STATE","INDIANA",18,20,51,24,4,1
"INDIANA-2000-10-01",2000,39,"2000-10-01","STATE","INDIANA",18,18,54,22,5,1
"INDIANA-2001-05-20",2001,20,"2001-05-20","STATE","INDIANA",18,13,59,23,4,1
"INDIANA-2001-05-27",2001,21,"2001-05-27","STATE","INDIANA",18,14,58,22,5,1
"INDIANA-2001-06-03",2001,22,"2001-06-03","STATE","INDIANA",18,12,52,29,6,1
"INDIANA-2001-06-10",2001,23,"2001-06-10","STATE","INDIANA",18,12,45,33,8,2
"INDIANA-2001-06-17",2001,24,"2001-06-17","STATE","INDIANA",18,15,56,23,5,1
"INDIANA-2001-06-24",2001,25,"2001-06-24","STATE","INDIANA",18,18,58,19,4,1
"INDIANA-2001-07-01",2001,26,"2001-07-01","STATE","INDIANA",18,18,60,19,3,0
"INDIANA-2001-07-08",2001,27,"2001-07-08","STATE","INDIANA",18,19,59,19,3,0
"INDIANA-2001-07-15",2001,28,"2001-07-15","STATE","INDIANA",18,20,58,18,3,1
"INDIANA-2001-07-22",2001,29,"2001-07-22","STATE","INDIANA",18,20,52,22,5,1
"INDIANA-2001-07-29",2001,30,"2001-07-29","STATE","INDIANA",18,22,57,16,4,1
"INDIANA-2001-08-05",2001,31,"2001-08-05","STATE","INDIANA",18,23,56,16,4,1
"INDIANA-2001-08-12",2001,32,"2001-08-12","STATE","INDIANA",18,20,53,20,5,2
"INDIANA-2001-08-19",2001,33,"2001-08-19","STATE","INDIANA",18,16,50,24,8,2
"INDIANA-2001-08-26",2001,34,"2001-08-26","STATE","INDIANA",18,19,53,20,6,2
"INDIANA-2001-09-02",2001,35,"2001-09-02","STATE","INDIANA",18,18,52,22,6,2
"INDIANA-2001-09-09",2001,36,"2001-09-09","STATE","INDIANA",18,19,54,20,5,2
"INDIANA-2001-09-16",2001,37,"2001-09-16","STATE","INDIANA",18,19,55,19,5,2
"INDIANA-2001-09-23",2001,38,"2001-09-23","STATE","INDIANA",18,22,52,19,5,2
"INDIANA-2001-09-30",2001,39,"2001-09-30","STATE","INDIANA",18,24,52,18,4,2
"INDIANA-2001-10-07",2001,40,"2001-10-07","STATE","INDIANA",18,23,55,17,4,1
"INDIANA-2002-05-26",2002,21,"2002-05-26","STATE","INDIANA",18,2,27,48,18,5
"INDIANA-2002-06-02",2002,22,"2002-06-02","STATE","INDIANA",18,2,43,44,9,2
"INDIANA-2002-06-09",2002,23,"2002-06-09","STATE","INDIANA",18,5,51,34,8,2
"INDIANA-2002-06-16",2002,24,"2002-06-16","STATE","INDIANA",18,6,50,35,8,1
"INDIANA-2002-06-23",2002,25,"2002-06-23","STATE","INDIANA",18,8,51,33,7,1
"INDIANA-2002-06-30",2002,26,"2002-06-30","STATE","INDIANA",18,8,54,29,8,1
"INDIANA-2002-07-07",2002,27,"2002-07-07","STATE","INDIANA",18,6,42,36,12,4
"INDIANA-2002-07-14",2002,28,"2002-07-14","STATE","INDIANA",18,6,42,37,11,4
"INDIANA-2002-07-21",2002,29,"2002-07-21","STATE","INDIANA",18,4,32,37,18,9
"INDIANA-2002-07-28",2002,30,"2002-07-28","STATE","INDIANA",18,3,28,37,22,10
"INDIANA-2002-08-04",2002,31,"2002-08-04","STATE","INDIANA",18,3,28,36,20,13
"INDIANA-2002-08-11",2002,32,"2002-08-11","STATE","INDIANA",18,2,26,34,22,16
"INDIANA-2002-08-18",2002,33,"2002-08-18","STATE","INDIANA",18,2,25,35,22,16
"INDIANA-2002-08-25",2002,34,"2002-08-25","STATE","INDIANA",18,2,27,33,22,16
"INDIANA-2002-09-01",2002,35,"2002-09-01","STATE","INDIANA",18,2,28,29,22,19
"INDIANA-2002-09-08",2002,36,"2002-09-08","STATE","INDIANA",18,2,26,30,24,18
"INDIANA-2002-09-15",2002,37,"2002-09-15","STATE","INDIANA",18,2,24,29,25,20
"INDIANA-2002-09-22",2002,38,"2002-09-22","STATE","INDIANA",18,2,26,30,24,18
"INDIANA-2002-09-29",2002,39,"2002-09-29","STATE","INDIANA",18,3,24,31,23,19
"INDIANA-2002-10-06",2002,40,"2002-10-06","STATE","INDIANA",18,2,25,31,24,18
"INDIANA-2003-06-01",2003,22,"2003-06-01","STATE","INDIANA",18,7,47,38,6,2
"INDIANA-2003-06-08",2003,23,"2003-06-08","STATE","INDIANA",18,8,45,34,10,3
"INDIANA-2003-06-15",2003,24,"2003-06-15","STATE","INDIANA",18,8,50,32,8,2
"INDIANA-2003-06-22",2003,25,"2003-06-22","STATE","INDIANA",18,11,47,32,8,2
"INDIANA-2003-06-29",2003,26,"2003-06-29","STATE","INDIANA",18,12,46,30,10,2
"INDIANA-2003-07-06",2003,27,"2003-07-06","STATE","INDIANA",18,9,48,30,11,2
"INDIANA-2003-07-13",2003,28,"2003-07-13","STATE","INDIANA",18,9,43,31,12,5
"INDIANA-2003-07-20",2003,29,"2003-07-20","STATE","INDIANA",18,10,41,29,14,6
"INDIANA-2003-07-27",2003,30,"2003-07-27","STATE","INDIANA",18,13,42,27,13,5
"INDIANA-2003-08-03",2003,31,"2003-08-03","STATE","INDIANA",18,13,46,26,10,5
"INDIANA-2003-08-10",2003,32,"2003-08-10","STATE","INDIANA",18,13,48,25,9,5
"INDIANA-2003-08-17",2003,33,"2003-08-17","STATE","INDIANA",18,13,51,24,8,4
"INDIANA-2003-08-24",2003,34,"2003-08-24","STATE","INDIANA",18,13,43,28,11,5
"INDIANA-2003-08-31",2003,35,"2003-08-31","STATE","INDIANA",18,13,43,28,11,5
"INDIANA-2003-09-07",2003,36,"2003-09-07","STATE","INDIANA",18,13,48,24,10,5
"INDIANA-2003-09-14",2003,37,"2003-09-14","STATE","INDIANA",18,13,44,26,11,6
"INDIANA-2003-09-21",2003,38,"2003-09-21","STATE","INDIANA",18,14,44,25,11,6
"INDIANA-2003-09-28",2003,39,"2003-09-28","STATE","INDIANA",18,16,46,23,10,5
"INDIANA-2003-10-05",2003,40,"2003-10-05","STATE","INDIANA",18,16,47,23,9,5
"INDIANA-2003-10-12",2003,41,"2003-10-12","STATE","INDIANA",18,16,45,25,9,5
"INDIANA-2003-10-19",2003,42,"2003-10-19","STATE","INDIANA",18,18,47,23,8,4
"INDIANA-2004-05-23",2004,21,"2004-05-23","STATE","INDIANA",18,23,63,12,2,0
"INDIANA-2004-05-30",2004,22,"2004-05-30","STATE","INDIANA",18,23,59,13,3,2
"INDIANA-2004-06-06",2004,23,"2004-06-06","STATE","INDIANA",18,22,58,14,4,2
"INDIANA-2004-06-13",2004,24,"2004-06-13","STATE","INDIANA",18,24,51,17,5,3
"INDIANA-2004-06-20",2004,25,"2004-06-20","STATE","INDIANA",18,21,52,19,5,3
"INDIANA-2004-06-27",2004,26,"2004-06-27","STATE","INDIANA",18,22,51,19,5,3
"INDIANA-2004-07-04",2004,27,"2004-07-04","STATE","INDIANA",18,23,51,18,5,3
"INDIANA-2004-07-11",2004,28,"2004-07-11","STATE","INDIANA",18,23,52,17,5,3
"INDIANA-2004-07-18",2004,29,"2004-07-18","STATE","INDIANA",18,22,53,17,5,3
"INDIANA-2004-07-25",2004,30,"2004-07-25","STATE","INDIANA",18,24,53,16,4,3
"INDIANA-2004-08-01",2004,31,"2004-08-01","STATE","INDIANA",18,24,53,16,5,2
"INDIANA-2004-08-08",2004,32,"2004-08-08","STATE","INDIANA",18,26,54,14,4,2
"INDIANA-2004-08-15",2004,33,"2004-08-15","STATE","INDIANA",18,26,53,14,4,3
"INDIANA-2004-08-22",2004,34,"2004-08-22","STATE","INDIANA",18,27,52,15,4,2
"INDIANA-2004-08-29",2004,35,"2004-08-29","STATE","INDIANA",18,27,51,15,5,2
"INDIANA-2004-09-05",2004,36,"2004-09-05","STATE","INDIANA",18,27,50,15,5,3
"INDIANA-2004-09-12",2004,37,"2004-09-12","STATE","INDIANA",18,29,50,14,5,2
"INDIANA-2004-09-19",2004,38,"2004-09-19","STATE","INDIANA",18,31,48,14,4,3
"INDIANA-2004-09-26",2004,39,"2004-09-26","STATE","INDIANA",18,33,48,13,4,2
"INDIANA-2004-10-03",2004,40,"2004-10-03","STATE","INDIANA",18,35,48,12,3,2
"INDIANA-2004-10-10",2004,41,"2004-10-10","STATE","INDIANA",18,41,43,11,3,2
"INDIANA-2004-10-17",2004,42,"2004-10-17","STATE","INDIANA",18,38,46,11,3,2
"INDIANA-2004-10-24",2004,43,"2004-10-24","STATE","INDIANA",18,38,46,11,3,2
"INDIANA-2005-05-22",2005,20,"2005-05-22","STATE","INDIANA",18,7,53,32,7,1
"INDIANA-2005-05-29",2005,21,"2005-05-29","STATE","INDIANA",18,6,52,33,8,1
"INDIANA-2005-06-05",2005,22,"2005-06-05","STATE","INDIANA",18,7,55,29,8,1
"INDIANA-2005-06-12",2005,23,"2005-06-12","STATE","INDIANA",18,7,54,31,7,1
"INDIANA-2005-06-19",2005,24,"2005-06-19","STATE","INDIANA",18,9,57,27,6,1
"INDIANA-2005-06-26",2005,25,"2005-06-26","STATE","INDIANA",18,7,49,33,9,2
"INDIANA-2005-07-03",2005,26,"2005-07-03","STATE","INDIANA",18,6,41,38,12,3
"INDIANA-2005-07-10",2005,27,"2005-07-10","STATE","INDIANA",18,4,30,39,20,7
"INDIANA-2005-07-17",2005,28,"2005-07-17","STATE","INDIANA",18,4,35,37,18,6
"INDIANA-2005-07-24",2005,29,"2005-07-24","STATE","INDIANA",18,7,39,35,14,5
"INDIANA-2005-07-31",2005,30,"2005-07-31","STATE","INDIANA",18,6,39,36,14,5
"INDIANA-2005-08-07",2005,31,"2005-08-07","STATE","INDIANA",18,5,38,35,16,6
"INDIANA-2005-08-14",2005,32,"2005-08-14","STATE","INDIANA",18,6,35,37,16,6
"INDIANA-2005-08-21",2005,33,"2005-08-21","STATE","INDIANA",18,5,36,36,17,6
"INDIANA-2005-08-28",2005,34,"2005-08-28","STATE","INDIANA",18,6,35,37,16,6
"INDIANA-2005-09-04",2005,35,"2005-09-04","STATE","INDIANA",18,6,36,37,15,6
"INDIANA-2005-09-11",2005,36,"2005-09-11","STATE","INDIANA",18,6,36,37,15,6
"INDIANA-2005-09-18",2005,37,"2005-09-18","STATE","INDIANA",18,5,38,37,14,6
"INDIANA-2005-09-25",2005,38,"2005-09-25","STATE","INDIANA",18,5,39,37,14,5
"INDIANA-2005-10-02",2005,39,"2005-10-02","STATE","INDIANA",18,8,39,35,13,5
"INDIANA-2005-10-09",2005,40,"2005-10-09","STATE","INDIANA",18,9,40,33,13,5
"INDIANA-2005-10-16",2005,41,"2005-10-16","STATE","INDIANA",18,10,44,31,10,5
"INDIANA-2006-05-21",2006,20,"2006-05-21","STATE","INDIANA",18,3,43,40,12,2
"INDIANA-2006-05-28",2006,21,"2006-05-28","STATE","INDIANA",18,6,47,35,9,3
"INDIANA-2006-06-04",2006,22,"2006-06-04","STATE","INDIANA",18,7,45,33,12,3
"INDIANA-2006-06-11",2006,23,"2006-06-11","STATE","INDIANA",18,8,45,33,11,3
"INDIANA-2006-06-18",2006,24,"2006-06-18","STATE","INDIANA",18,8,48,32,9,3
"INDIANA-2006-06-25",2006,25,"2006-06-25","STATE","INDIANA",18,10,47,31,10,2
"INDIANA-2006-07-02",2006,26,"2006-07-02","STATE","INDIANA",18,9,50,29,10,2
"INDIANA-2006-07-09",2006,27,"2006-07-09","STATE","INDIANA",18,12,48,29,8,3
"INDIANA-2006-07-16",2006,28,"2006-07-16","STATE","INDIANA",18,12,53,28,6,1
"INDIANA-2006-07-23",2006,29,"2006-07-23","STATE","INDIANA",18,16,50,25,7,2
"INDIANA-2006-07-30",2006,30,"2006-07-30","STATE","INDIANA",18,17,50,24,7,2
"INDIANA-2006-08-06",2006,31,"2006-08-06","STATE","INDIANA",18,15,53,23,7,2
"INDIANA-2006-08-13",2006,32,"2006-08-13","STATE","INDIANA",18,18,54,20,6,2
"INDIANA-2006-08-20",2006,33,"2006-08-20","STATE","INDIANA",18,20,52,21,5,2
"INDIANA-2006-08-27",2006,34,"2006-08-27","STATE","INDIANA",18,21,52,20,5,2
"INDIANA-2006-09-03",2006,35,"2006-09-03","STATE","INDIANA",18,22,49,21,6,2
"INDIANA-2006-09-10",2006,36,"2006-09-10","STATE","INDIANA",18,21,52,20,5,2
"INDIANA-2006-09-17",2006,37,"2006-09-17","STATE","INDIANA",18,21,50,21,6,2
"INDIANA-2006-09-24",2006,38,"2006-09-24","STATE","INDIANA",18,20,53,21,5,1
"INDIANA-2006-10-01",2006,39,"2006-10-01","STATE","INDIANA",18,19,54,20,5,2
"INDIANA-2006-10-08",2006,40,"2006-10-08","STATE","INDIANA",18,19,53,20,6,2
"INDIANA-2006-10-15",2006,41,"2006-10-15","STATE","INDIANA",18,18,54,20,6,2
"INDIANA-2006-10-22",2006,42,"2006-10-22","STATE","INDIANA",18,20,52,20,6,2
"INDIANA-2007-05-20",2007,20,"2007-05-20","STATE","INDIANA",18,12,62,22,4,0
"INDIANA-2007-05-27",2007,21,"2007-05-27","STATE","INDIANA",18,13,60,22,4,1
"INDIANA-2007-06-03",2007,22,"2007-06-03","STATE","INDIANA",18,12,59,23,5,1
"INDIANA-2007-06-10",2007,23,"2007-06-10","STATE","INDIANA",18,10,51,29,8,2
"INDIANA-2007-06-17",2007,24,"2007-06-17","STATE","INDIANA",18,5,43,33,14,5
"INDIANA-2007-06-24",2007,25,"2007-06-24","STATE","INDIANA",18,5,44,32,14,5
"INDIANA-2007-07-01",2007,26,"2007-07-01","STATE","INDIANA",18,8,47,31,11,3
"INDIANA-2007-07-08",2007,27,"2007-07-08","STATE","INDIANA",18,8,43,32,13,4
"INDIANA-2007-07-15",2007,28,"2007-07-15","STATE","INDIANA",18,6,37,35,15,7
"INDIANA-2007-07-22",2007,29,"2007-07-22","STATE","INDIANA",18,7,41,32,14,6
"INDIANA-2007-07-29",2007,30,"2007-07-29","STATE","INDIANA",18,8,42,31,13,6
"INDIANA-2007-08-05",2007,31,"2007-08-05","STATE","INDIANA",18,6,38,34,15,7
"INDIANA-2007-08-12",2007,32,"2007-08-12","STATE","INDIANA",18,6,37,33,16,8
"INDIANA-2007-08-19",2007,33,"2007-08-19","STATE","INDIANA",18,4,34,35,18,9
"INDIANA-2007-08-26",2007,34,"2007-08-26","STATE","INDIANA",18,5,37,34,16,8
"INDIANA-2007-09-02",2007,35,"2007-09-02","STATE","INDIANA",18,7,37,34,14,8
"INDIANA-2007-09-09",2007,36,"2007-09-09","STATE","INDIANA",18,7,36,34,15,8
"INDIANA-2007-09-16",2007,37,"2007-09-16","STATE","INDIANA",18,9,38,32,14,7
"INDIANA-2007-09-23",2007,38,"2007-09-23","STATE","INDIANA",18,9,41,31,13,6
"INDIANA-2007-09-30",2007,39,"2007-09-30","STATE","INDIANA",18,10,40,31,13,6
"INDIANA-2007-10-07",2007,40,"2007-10-07","STATE","INDIANA",18,11,39,32,12,6
"INDIANA-2007-10-14",2007,41,"2007-10-14","STATE","INDIANA",18,11,41,32,11,5
"INDIANA-2008-06-01",2008,22,"2008-06-01","STATE","INDIANA",18,9,48,32,8,3
"INDIANA-2008-06-08",2008,23,"2008-06-08","STATE","INDIANA",18,9,46,31,10,4
"INDIANA-2008-06-15",2008,24,"2008-06-15","STATE","INDIANA",18,11,44,27,12,6
"INDIANA-2008-06-22",2008,25,"2008-06-22","STATE","INDIANA",18,14,45,26,10,5
"INDIANA-2008-06-29",2008,26,"2008-06-29","STATE","INDIANA",18,15,44,27,10,4
"INDIANA-2008-07-06",2008,27,"2008-07-06","STATE","INDIANA",18,14,47,25,10,4
"INDIANA-2008-07-13",2008,28,"2008-07-13","STATE","INDIANA",18,16,47,25,9,3
"INDIANA-2008-07-20",2008,29,"2008-07-20","STATE","INDIANA",18,17,46,24,9,4
"INDIANA-2008-07-27",2008,30,"2008-07-27","STATE","INDIANA",18,20,51,20,6,3
"INDIANA-2008-08-03",2008,31,"2008-08-03","STATE","INDIANA",18,18,49,22,8,3
"INDIANA-2008-08-10",2008,32,"2008-08-10","STATE","INDIANA",18,23,48,20,6,3
"INDIANA-2008-08-17",2008,33,"2008-08-17","STATE","INDIANA",18,19,49,20,8,4
"INDIANA-2008-08-24",2008,34,"2008-08-24","STATE","INDIANA",18,19,45,24,9,3
"INDIANA-2008-08-31",2008,35,"2008-08-31","STATE","INDIANA",18,16,43,27,10,4
"INDIANA-2008-09-07",2008,36,"2008-09-07","STATE","INDIANA",18,14,43,27,12,4
"INDIANA-2008-09-14",2008,37,"2008-09-14","STATE","INDIANA",18,12,43,31,11,3
"INDIANA-2008-09-21",2008,38,"2008-09-21","STATE","INDIANA",18,11,42,29,13,5
"INDIANA-2008-09-28",2008,39,"2008-09-28","STATE","INDIANA",18,12,40,30,13,5
"INDIANA-2008-10-05",2008,40,"2008-10-05","STATE","INDIANA",18,13,39,30,13,5
"INDIANA-2008-10-12",2008,41,"2008-10-12","STATE","INDIANA",18,14,40,29,12,5
"INDIANA-2008-10-19",2008,42,"2008-10-19","STATE","INDIANA",18,15,41,27,12,5
"INDIANA-2008-10-26",2008,43,"2008-10-26","STATE","INDIANA",18,18,41,26,11,4
"INDIANA-2008-11-02",2008,44,"2008-11-02","STATE","INDIANA",18,18,41,26,11,4
"INDIANA-2009-05-31",2009,22,"2009-05-31","STATE","INDIANA",18,10,55,29,4,2
"INDIANA-2009-06-07",2009,23,"2009-06-07","STATE","INDIANA",18,11,53,30,5,1
"INDIANA-2009-06-14",2009,24,"2009-06-14","STATE","INDIANA",18,10,56,26,7,1
"INDIANA-2009-06-21",2009,25,"2009-06-21","STATE","INDIANA",18,11,51,28,8,2
"INDIANA-2009-06-28",2009,26,"2009-06-28","STATE","INDIANA",18,12,50,28,8,2
"INDIANA-2009-07-05",2009,27,"2009-07-05","STATE","INDIANA",18,12,52,26,8,2
"INDIANA-2009-07-12",2009,28,"2009-07-12","STATE","INDIANA",18,12,50,28,8,2
"INDIANA-2009-07-19",2009,29,"2009-07-19","STATE","INDIANA",18,12,53,26,7,2
"INDIANA-2009-07-26",2009,30,"2009-07-26","STATE","INDIANA",18,11,52,28,8,1
"INDIANA-2009-08-02",2009,31,"2009-08-02","STATE","INDIANA",18,13,53,26,7,1
"INDIANA-2009-08-09",2009,32,"2009-08-09","STATE","INDIANA",18,12,52,26,8,2
"INDIANA-2009-08-16",2009,33,"2009-08-16","STATE","INDIANA",18,10,49,28,10,3
"INDIANA-2009-08-23",2009,34,"2009-08-23","STATE","INDIANA",18,12,50,27,8,3
"INDIANA-2009-08-30",2009,35,"2009-08-30","STATE","INDIANA",18,13,50,26,8,3
"INDIANA-2009-09-06",2009,36,"2009-09-06","STATE","INDIANA",18,13,50,26,8,3
"INDIANA-2009-09-13",2009,37,"2009-09-13","STATE","INDIANA",18,12,52,26,7,3
"INDIANA-2009-09-20",2009,38,"2009-09-20","STATE","INDIANA",18,12,50,27,8,3
"INDIANA-2009-09-27",2009,39,"2009-09-27","STATE","INDIANA",18,12,51,27,7,3
"INDIANA-2009-10-04",2009,40,"2009-10-04","STATE","INDIANA",18,11,50,28,8,3
"INDIANA-2009-10-11",2009,41,"2009-10-11","STATE","INDIANA",18,14,49,26,8,3
"INDIANA-2009-10-18",2009,42,"2009-10-18","STATE","INDIANA",18,12,51,26,8,3
"INDIANA-2009-10-25",2009,43,"2009-10-25","STATE","INDIANA",18,14,48,27,8,3
"INDIANA-2009-11-01",2009,44,"2009-11-01","STATE","INDIANA",18,12,48,28,9,3
"INDIANA-2009-11-08",2009,45,"2009-11-08","STATE","INDIANA",18,13,49,27,8,3
"INDIANA-2009-11-15",2009,46,"2009-11-15","STATE","INDIANA",18,14,47,27,9,3
"INDIANA-2010-05-16",2010,19,"2010-05-16","STATE","INDIANA",18,16,53,27,3,1
"INDIANA-2010-05-23",2010,20,"2010-05-23","STATE","INDIANA",18,16,52,26,5,1
"INDIANA-2010-05-30",2010,21,"2010-05-30","STATE","INDIANA",18,15,54,26,4,1
"INDIANA-2010-06-06",2010,22,"2010-06-06","STATE","INDIANA",18,16,54,23,6,1
"INDIANA-2010-06-13",2010,23,"2010-06-13","STATE","INDIANA",18,18,52,22,7,1
"INDIANA-2010-06-20",2010,24,"2010-06-20","STATE","INDIANA",18,19,49,22,8,2
"INDIANA-2010-06-27",2010,25,"2010-06-27","STATE","INDIANA",18,16,49,24,8,3
"INDIANA-2010-07-04",2010,26,"2010-07-04","STATE","INDIANA",18,16,46,26,9,3
"INDIANA-2010-07-11",2010,27,"2010-07-11","STATE","INDIANA",18,16,46,26,9,3
"INDIANA-2010-07-18",2010,28,"2010-07-18","STATE","INDIANA",18,17,45,25,9,4
"INDIANA-2010-07-25",2010,29,"2010-07-25","STATE","INDIANA",18,16,46,26,9,3
"INDIANA-2010-08-01",2010,30,"2010-08-01","STATE","INDIANA",18,17,46,25,9,3
"INDIANA-2010-08-08",2010,31,"2010-08-08","STATE","INDIANA",18,15,50,24,8,3
"INDIANA-2010-08-15",2010,32,"2010-08-15","STATE","INDIANA",18,14,46,25,10,5
"INDIANA-2010-08-22",2010,33,"2010-08-22","STATE","INDIANA",18,16,43,26,10,5
"INDIANA-2010-08-29",2010,34,"2010-08-29","STATE","INDIANA",18,15,42,27,11,5
"INDIANA-2010-09-05",2010,35,"2010-09-05","STATE","INDIANA",18,14,40,28,12,6
"INDIANA-2010-09-12",2010,36,"2010-09-12","STATE","INDIANA",18,14,42,27,12,5
"INDIANA-2010-09-19",2010,37,"2010-09-19","STATE","INDIANA",18,12,44,27,12,5
"INDIANA-2010-09-26",2010,38,"2010-09-26","STATE","INDIANA",18,13,44,27,11,5
"INDIANA-2010-10-03",2010,39,"2010-10-03","STATE","INDIANA",18,13,44,27,12,4
"INDIANA-2010-10-10",2010,40,"2010-10-10","STATE","INDIANA",18,13,44,27,12,4
"INDIANA-2011-05-29",2011,21,"2011-05-29","STATE","INDIANA",18,7,37,46,7,3
"INDIANA-2011-06-05",2011,22,"2011-06-05","STATE","INDIANA",18,9,43,38,8,2
"INDIANA-2011-06-12",2011,23,"2011-06-12","STATE","INDIANA",18,11,43,36,8,2
"INDIANA-2011-06-19",2011,24,"2011-06-19","STATE","INDIANA",18,12,43,34,9,2
"INDIANA-2011-06-26",2011,25,"2011-06-26","STATE","INDIANA",18,13,44,32,8,3
"INDIANA-2011-07-03",2011,26,"2011-07-03","STATE","INDIANA",18,14,44,31,8,3
"INDIANA-2011-07-10",2011,27,"2011-07-10","STATE","INDIANA",18,12,47,30,8,3
"INDIANA-2011-07-17",2011,28,"2011-07-17","STATE","INDIANA",18,11,42,34,10,3
"INDIANA-2011-07-24",2011,29,"2011-07-24","STATE","INDIANA",18,10,36,36,13,5
"INDIANA-2011-07-31",2011,30,"2011-07-31","STATE","INDIANA",18,8,33,38,15,6
"INDIANA-2011-08-07",2011,31,"2011-08-07","STATE","INDIANA",18,7,34,38,15,6
"INDIANA-2011-08-14",2011,32,"2011-08-14","STATE","INDIANA",18,7,32,37,17,7
"INDIANA-2011-08-21",2011,33,"2011-08-21","STATE","INDIANA",18,7,31,37,17,8
"INDIANA-2011-08-28",2011,34,"2011-08-28","STATE","INDIANA",18,6,31,38,17,8
"INDIANA-2011-09-04",2011,35,"2011-09-04","STATE","INDIANA",18,5,29,38,18,10
"INDIANA-2011-09-11",2011,36,"2011-09-11","STATE","INDIANA",18,5,29,36,20,10
"INDIANA-2011-09-18",2011,37,"2011-09-18","STATE","INDIANA",18,4,30,38,20,8
"INDIANA-2011-09-25",2011,38,"2011-09-25","STATE","INDIANA",18,4,29,38,19,10
"INDIANA-2011-10-02",2011,39,"2011-10-02","STATE","INDIANA",18,5,28,40,18,9
"INDIANA-2011-10-09",2011,40,"2011-10-09","STATE","INDIANA",18,5,30,39,16,10
"INDIANA-2011-10-16",2011,41,"2011-10-16","STATE","INDIANA",18,5,30,40,17,8
"INDIANA-2011-10-23",2011,42,"2011-10-23","STATE","INDIANA",18,5,31,39,17,8
"INDIANA-2012-05-20",2012,20,"2012-05-20","STATE","INDIANA",18,15,55,26,3,1
"INDIANA-2012-05-27",2012,21,"2012-05-27","STATE","INDIANA",18,10,46,36,7,1
"INDIANA-2012-06-03",2012,22,"2012-06-03","STATE","INDIANA",18,11,48,32,8,1
"INDIANA-2012-06-10",2012,23,"2012-06-10","STATE","INDIANA",18,8,41,36,12,3
"INDIANA-2012-06-17",2012,24,"2012-06-17","STATE","INDIANA",18,5,32,39,17,7
"INDIANA-2012-06-24",2012,25,"2012-06-24","STATE","INDIANA",18,3,24,37,24,12
"INDIANA-2012-07-01",2012,26,"2012-07-01","STATE","INDIANA",18,1,18,31,31,19
"INDIANA-2012-07-08",2012,27,"2012-07-08","STATE","INDIANA",18,1,11,27,34,27
"INDIANA-2012-07-15",2012,28,"2012-07-15","STATE","INDIANA",18,1,7,21,34,37
"INDIANA-2012-07-22",2012,29,"2012-07-22","STATE","INDIANA",18,1,6,22,33,38
"INDIANA-2012-07-29",2012,30,"2012-07-29","STATE","INDIANA",18,1,8,22,31,38
"INDIANA-2012-08-05",2012,31,"2012-08-05","STATE","INDIANA",18,0,7,20,31,42
"INDIANA-2012-08-12",2012,32,"2012-08-12","STATE","INDIANA",18,1,8,20,31,40
"INDIANA-2012-08-19",2012,33,"2012-08-19","STATE","INDIANA",18,1,8,21,32,38
"INDIANA-2012-08-26",2012,34,"2012-08-26","STATE","INDIANA",18,1,9,20,32,38
