"","Year","Week","Week.Ending","Geo.Level","State","State.ANSI","Prc.Excellent","Prc.Good","Prc.Fair","Prc.Poor","Prc.VeryPoor"
"MISSOURI-2017-10-15",2017,41,"2017-10-15","STATE","MISSOURI",29,16,49,27,6,2
"MISSOURI-2017-10-22",2017,42,"2017-10-22","STATE","MISSOURI",29,16,49,27,6,2
"MISSOURI-2017-10-29",2017,43,"2017-10-29","STATE","MISSOURI",29,16,49,27,6,2
"MISSOURI-2018-05-13",2018,19,"2018-05-13","STATE","MISSOURI",29,3,58,37,2,0
"MISSOURI-2018-05-20",2018,20,"2018-05-20","STATE","MISSOURI",29,7,64,27,2,0
"MISSOURI-2018-05-27",2018,21,"2018-05-27","STATE","MISSOURI",29,9,61,26,4,0
"MISSOURI-2018-06-03",2018,22,"2018-06-03","STATE","MISSOURI",29,8,59,25,8,0
"MISSOURI-2018-06-10",2018,23,"2018-06-10","STATE","MISSOURI",29,6,50,32,11,1
"MISSOURI-2018-06-17",2018,24,"2018-06-17","STATE","MISSOURI",29,7,41,37,13,2
"MISSOURI-2018-06-24",2018,25,"2018-06-24","STATE","MISSOURI",29,5,41,38,14,2
"MISSOURI-2018-07-01",2018,26,"2018-07-01","STATE","MISSOURI",29,7,45,34,12,2
"MISSOURI-2018-07-08",2018,27,"2018-07-08","STATE","MISSOURI",29,6,42,35,14,3
"MISSOURI-2018-07-15",2018,28,"2018-07-15","STATE","MISSOURI",29,4,29,42,17,8
"MISSOURI-2018-07-22",2018,29,"2018-07-22","STATE","MISSOURI",29,6,29,44,14,7
"MISSOURI-2018-07-29",2018,30,"2018-07-29","STATE","MISSOURI",29,5,28,36,19,12
"MISSOURI-2018-08-05",2018,31,"2018-08-05","STATE","MISSOURI",29,4,22,30,24,20
"MISSOURI-2018-08-12",2018,32,"2018-08-12","STATE","MISSOURI",29,4,22,29,24,21
"MISSOURI-2018-08-19",2018,33,"2018-08-19","STATE","MISSOURI",29,5,23,28,23,21
"MISSOURI-2018-08-26",2018,34,"2018-08-26","STATE","MISSOURI",29,5,23,27,23,22
"MISSOURI-2018-09-02",2018,35,"2018-09-02","STATE","MISSOURI",29,5,24,31,20,20
"MISSOURI-2018-09-09",2018,36,"2018-09-09","STATE","MISSOURI",29,5,23,28,22,22
"MISSOURI-2018-09-16",2018,37,"2018-09-16","STATE","MISSOURI",29,5,24,30,21,20
"MISSOURI-2018-09-23",2018,38,"2018-09-23","STATE","MISSOURI",29,7,24,30,20,19
"MISSOURI-2018-09-30",2018,39,"2018-09-30","STATE","MISSOURI",29,5,23,32,21,19
"MISSOURI-2018-10-07",2018,40,"2018-10-07","STATE","MISSOURI",29,5,23,32,21,19
"MISSOURI-2018-10-14",2018,41,"2018-10-14","STATE","MISSOURI",29,5,23,32,21,19
"MISSOURI-2018-10-21",2018,42,"2018-10-21","STATE","MISSOURI",29,5,23,32,21,19
"MISSOURI-2019-05-19",2019,20,"2019-05-19","STATE","MISSOURI",29,1,34,45,18,2
"MISSOURI-2019-05-26",2019,21,"2019-05-26","STATE","MISSOURI",29,1,23,43,23,10
"MISSOURI-2019-06-02",2019,22,"2019-06-02","STATE","MISSOURI",29,1,25,38,24,12
"MISSOURI-2019-06-09",2019,23,"2019-06-09","STATE","MISSOURI",29,2,25,42,26,5
"MISSOURI-2019-06-16",2019,24,"2019-06-16","STATE","MISSOURI",29,2,26,44,23,5
"MISSOURI-2019-06-23",2019,25,"2019-06-23","STATE","MISSOURI",29,2,26,39,25,8
"MISSOURI-2019-06-30",2019,26,"2019-06-30","STATE","MISSOURI",29,3,26,42,21,8
"MISSOURI-2019-07-07",2019,27,"2019-07-07","STATE","MISSOURI",29,4,24,39,24,9
"MISSOURI-2019-07-14",2019,28,"2019-07-14","STATE","MISSOURI",29,4,28,38,22,8
"MISSOURI-2019-07-21",2019,29,"2019-07-21","STATE","MISSOURI",29,4,29,39,20,8
"MISSOURI-2019-07-28",2019,30,"2019-07-28","STATE","MISSOURI",29,4,30,42,17,7
"MISSOURI-2019-08-04",2019,31,"2019-08-04","STATE","MISSOURI",29,4,30,44,18,4
"MISSOURI-2019-08-11",2019,32,"2019-08-11","STATE","MISSOURI",29,5,34,38,18,5
"MISSOURI-2019-08-18",2019,33,"2019-08-18","STATE","MISSOURI",29,4,32,39,19,6
"MISSOURI-2019-08-25",2019,34,"2019-08-25","STATE","MISSOURI",29,5,34,39,17,5
"MISSOURI-2019-09-01",2019,35,"2019-09-01","STATE","MISSOURI",29,5,33,40,18,4
"MISSOURI-2019-09-08",2019,36,"2019-09-08","STATE","MISSOURI",29,4,38,39,16,3
"MISSOURI-2019-09-15",2019,37,"2019-09-15","STATE","MISSOURI",29,5,38,38,16,3
"MISSOURI-2019-09-22",2019,38,"2019-09-22","STATE","MISSOURI",29,4,39,38,15,4
"MISSOURI-2019-09-29",2019,39,"2019-09-29","STATE","MISSOURI",29,5,41,33,16,5
"MISSOURI-2019-10-06",2019,40,"2019-10-06","STATE","MISSOURI",29,5,40,33,17,5
"MISSOURI-2019-10-13",2019,41,"2019-10-13","STATE","MISSOURI",29,6,39,33,17,5
"MISSOURI-2019-10-20",2019,42,"2019-10-20","STATE","MISSOURI",29,6,39,33,17,5
"MISSOURI-2019-10-27",2019,43,"2019-10-27","STATE","MISSOURI",29,6,39,33,17,5
"MISSOURI-2019-11-03",2019,44,"2019-11-03","STATE","MISSOURI",29,6,39,33,17,5
"MISSOURI-2020-05-24",2020,21,"2020-05-24","STATE","MISSOURI",29,6,61,27,5,1
"MISSOURI-2020-05-31",2020,22,"2020-05-31","STATE","MISSOURI",29,7,59,27,6,1
"MISSOURI-2020-06-07",2020,23,"2020-06-07","STATE","MISSOURI",29,9,52,32,6,1
"MISSOURI-2020-06-14",2020,24,"2020-06-14","STATE","MISSOURI",29,11,52,30,6,1
"MISSOURI-2020-06-21",2020,25,"2020-06-21","STATE","MISSOURI",29,12,58,24,5,1
"MISSOURI-2020-06-28",2020,26,"2020-06-28","STATE","MISSOURI",29,12,56,26,5,1
"MISSOURI-2020-07-05",2020,27,"2020-07-05","STATE","MISSOURI",29,14,55,25,5,1
"MISSOURI-2020-07-12",2020,28,"2020-07-12","STATE","MISSOURI",29,17,54,25,4,0
"MISSOURI-2020-07-19",2020,29,"2020-07-19","STATE","MISSOURI",29,17,55,22,5,1
"MISSOURI-2020-07-26",2020,30,"2020-07-26","STATE","MISSOURI",29,16,57,20,5,2
"MISSOURI-2020-08-02",2020,31,"2020-08-02","STATE","MISSOURI",29,17,57,20,4,2
"MISSOURI-2020-08-09",2020,32,"2020-08-09","STATE","MISSOURI",29,18,57,19,4,2
"MISSOURI-2020-08-16",2020,33,"2020-08-16","STATE","MISSOURI",29,22,54,18,4,2
"MISSOURI-2020-08-23",2020,34,"2020-08-23","STATE","MISSOURI",29,18,55,21,4,2
"MISSOURI-2020-08-30",2020,35,"2020-08-30","STATE","MISSOURI",29,16,61,18,3,2
"MISSOURI-2020-09-06",2020,36,"2020-09-06","STATE","MISSOURI",29,17,57,19,5,2
"MISSOURI-2020-09-13",2020,37,"2020-09-13","STATE","MISSOURI",29,17,57,20,4,2
"MISSOURI-2020-09-20",2020,38,"2020-09-20","STATE","MISSOURI",29,20,56,18,4,2
"MISSOURI-2020-09-27",2020,39,"2020-09-27","STATE","MISSOURI",29,18,62,16,3,1
"MISSOURI-2020-10-04",2020,40,"2020-10-04","STATE","MISSOURI",29,17,63,15,4,1
"MISSOURI-2020-10-11",2020,41,"2020-10-11","STATE","MISSOURI",29,17,61,16,4,2
"MISSOURI-2020-10-18",2020,42,"2020-10-18","STATE","MISSOURI",29,17,61,16,4,2
"MONTANA-2014-06-01",2014,22,"2014-06-01","STATE","MONTANA",30,9,67,24,0,0
"MONTANA-2014-06-08",2014,23,"2014-06-08","STATE","MONTANA",30,13,61,25,1,0
"MONTANA-2014-06-15",2014,24,"2014-06-15","STATE","MONTANA",30,13,62,24,1,0
"MONTANA-2014-06-22",2014,25,"2014-06-22","STATE","MONTANA",30,13,63,23,1,0
"MONTANA-2014-06-29",2014,26,"2014-06-29","STATE","MONTANA",30,14,62,23,1,0
"MONTANA-2014-07-06",2014,27,"2014-07-06","STATE","MONTANA",30,14,61,24,1,0
"MONTANA-2014-07-13",2014,28,"2014-07-13","STATE","MONTANA",30,14,60,24,2,0
"MONTANA-2014-07-20",2014,29,"2014-07-20","STATE","MONTANA",30,14,61,23,2,0
"MONTANA-2014-07-27",2014,30,"2014-07-27","STATE","MONTANA",30,15,53,29,3,0
"MONTANA-2014-08-03",2014,31,"2014-08-03","STATE","MONTANA",30,15,51,31,3,0
"MONTANA-2014-08-10",2014,32,"2014-08-10","STATE","MONTANA",30,15,50,32,3,0
"MONTANA-2014-08-17",2014,33,"2014-08-17","STATE","MONTANA",30,16,49,32,3,0
"MONTANA-2014-08-24",2014,34,"2014-08-24","STATE","MONTANA",30,15,50,32,3,0
"MONTANA-2014-08-31",2014,35,"2014-08-31","STATE","MONTANA",30,15,52,30,3,0
"MONTANA-2014-09-07",2014,36,"2014-09-07","STATE","MONTANA",30,15,52,30,3,0
"MONTANA-2014-09-14",2014,37,"2014-09-14","STATE","MONTANA",30,16,51,30,3,0
"MONTANA-2014-09-21",2014,38,"2014-09-21","STATE","MONTANA",30,15,50,32,3,0
"MONTANA-2014-09-28",2014,39,"2014-09-28","STATE","MONTANA",30,14,51,32,2,1
"MONTANA-2014-10-05",2014,40,"2014-10-05","STATE","MONTANA",30,14,52,31,2,1
"MONTANA-2014-10-12",2014,41,"2014-10-12","STATE","MONTANA",30,15,53,30,2,0
"MONTANA-2014-10-19",2014,42,"2014-10-19","STATE","MONTANA",30,15,52,31,2,0
"MONTANA-2014-10-26",2014,43,"2014-10-26","STATE","MONTANA",30,15,53,30,2,0
"MONTANA-2015-06-07",2015,23,"2015-06-07","STATE","MONTANA",30,9,54,33,2,2
"MONTANA-2015-06-14",2015,24,"2015-06-14","STATE","MONTANA",30,10,54,33,2,1
"MONTANA-2015-06-21",2015,25,"2015-06-21","STATE","MONTANA",30,9,53,34,3,1
"MONTANA-2015-06-28",2015,26,"2015-06-28","STATE","MONTANA",30,10,49,36,4,1
"MONTANA-2015-07-05",2015,27,"2015-07-05","STATE","MONTANA",30,10,49,36,4,1
"MONTANA-2015-07-12",2015,28,"2015-07-12","STATE","MONTANA",30,11,50,33,5,1
"MONTANA-2015-07-19",2015,29,"2015-07-19","STATE","MONTANA",30,11,51,32,5,1
"MONTANA-2015-07-26",2015,30,"2015-07-26","STATE","MONTANA",30,12,50,32,5,1
"MONTANA-2015-08-02",2015,31,"2015-08-02","STATE","MONTANA",30,12,47,31,9,1
"MONTANA-2015-08-09",2015,32,"2015-08-09","STATE","MONTANA",30,12,47,33,7,1
"MONTANA-2015-08-16",2015,33,"2015-08-16","STATE","MONTANA",30,12,47,33,7,1
"MONTANA-2015-08-23",2015,34,"2015-08-23","STATE","MONTANA",30,12,47,33,7,1
"MONTANA-2015-08-30",2015,35,"2015-08-30","STATE","MONTANA",30,12,46,32,7,3
"MONTANA-2015-09-06",2015,36,"2015-09-06","STATE","MONTANA",30,14,44,32,7,3
"MONTANA-2015-09-13",2015,37,"2015-09-13","STATE","MONTANA",30,14,44,32,7,3
"MONTANA-2015-09-20",2015,38,"2015-09-20","STATE","MONTANA",30,14,44,32,7,3
"MONTANA-2015-09-27",2015,39,"2015-09-27","STATE","MONTANA",30,14,44,32,7,3
"MONTANA-2015-10-04",2015,40,"2015-10-04","STATE","MONTANA",30,13,45,33,6,3
"MONTANA-2015-10-11",2015,41,"2015-10-11","STATE","MONTANA",30,13,44,34,6,3
"MONTANA-2015-10-18",2015,42,"2015-10-18","STATE","MONTANA",30,13,44,34,6,3
"MONTANA-2015-10-25",2015,43,"2015-10-25","STATE","MONTANA",30,13,44,34,6,3
"MONTANA-2016-06-05",2016,22,"2016-06-05","STATE","MONTANA",30,7,57,36,0,0
"MONTANA-2016-06-12",2016,23,"2016-06-12","STATE","MONTANA",30,9,60,31,0,0
"MONTANA-2016-06-19",2016,24,"2016-06-19","STATE","MONTANA",30,12,55,33,0,0
"MONTANA-2016-06-26",2016,25,"2016-06-26","STATE","MONTANA",30,12,55,33,0,0
"MONTANA-2016-07-03",2016,26,"2016-07-03","STATE","MONTANA",30,13,54,33,0,0
"MONTANA-2016-07-10",2016,27,"2016-07-10","STATE","MONTANA",30,13,53,32,2,0
"MONTANA-2016-07-17",2016,28,"2016-07-17","STATE","MONTANA",30,15,52,31,2,0
"MONTANA-2016-07-24",2016,29,"2016-07-24","STATE","MONTANA",30,15,51,31,3,0
"MONTANA-2016-07-31",2016,30,"2016-07-31","STATE","MONTANA",30,14,52,32,2,0
"MONTANA-2016-08-07",2016,31,"2016-08-07","STATE","MONTANA",30,14,53,31,2,0
"MONTANA-2016-08-14",2016,32,"2016-08-14","STATE","MONTANA",30,14,52,31,3,0
"MONTANA-2016-08-21",2016,33,"2016-08-21","STATE","MONTANA",30,14,52,31,3,0
"MONTANA-2016-08-28",2016,34,"2016-08-28","STATE","MONTANA",30,14,53,30,3,0
"MONTANA-2016-09-04",2016,35,"2016-09-04","STATE","MONTANA",30,14,53,30,3,0
"MONTANA-2016-09-11",2016,36,"2016-09-11","STATE","MONTANA",30,15,52,30,3,0
"MONTANA-2016-09-18",2016,37,"2016-09-18","STATE","MONTANA",30,15,51,30,4,0
"MONTANA-2016-09-25",2016,38,"2016-09-25","STATE","MONTANA",30,15,51,30,4,0
"MONTANA-2016-10-02",2016,39,"2016-10-02","STATE","MONTANA",30,15,51,30,4,0
"MONTANA-2016-10-09",2016,40,"2016-10-09","STATE","MONTANA",30,15,51,30,4,0
"MONTANA-2016-10-16",2016,41,"2016-10-16","STATE","MONTANA",30,13,53,30,4,0
"MONTANA-2016-10-23",2016,42,"2016-10-23","STATE","MONTANA",30,13,53,30,4,0
"MONTANA-2017-06-04",2017,22,"2017-06-04","STATE","MONTANA",30,4,52,39,5,0
"MONTANA-2017-06-11",2017,23,"2017-06-11","STATE","MONTANA",30,6,48,40,6,0
"MONTANA-2017-06-18",2017,24,"2017-06-18","STATE","MONTANA",30,8,44,40,8,0
"MONTANA-2017-06-25",2017,25,"2017-06-25","STATE","MONTANA",30,6,46,38,8,2
"MONTANA-2017-07-02",2017,26,"2017-07-02","STATE","MONTANA",30,5,40,41,10,4
"MONTANA-2017-07-09",2017,27,"2017-07-09","STATE","MONTANA",30,1,20,58,14,7
"MONTANA-2017-07-16",2017,28,"2017-07-16","STATE","MONTANA",30,6,29,50,10,5
"MONTANA-2017-07-23",2017,29,"2017-07-23","STATE","MONTANA",30,6,38,41,11,4
"MONTANA-2017-07-30",2017,30,"2017-07-30","STATE","MONTANA",30,1,23,53,16,7
"MONTANA-2017-08-06",2017,31,"2017-08-06","STATE","MONTANA",30,1,14,57,24,4
"MONTANA-2017-08-13",2017,32,"2017-08-13","STATE","MONTANA",30,2,26,54,16,2
"MONTANA-2017-08-20",2017,33,"2017-08-20","STATE","MONTANA",30,1,24,51,16,8
"MONTANA-2017-08-27",2017,34,"2017-08-27","STATE","MONTANA",30,1,26,50,15,8
"MONTANA-2017-09-03",2017,35,"2017-09-03","STATE","MONTANA",30,2,33,47,13,5
"MONTANA-2017-09-10",2017,36,"2017-09-10","STATE","MONTANA",30,7,34,38,15,6
"MONTANA-2017-09-17",2017,37,"2017-09-17","STATE","MONTANA",30,5,39,36,13,7
"MONTANA-2017-09-24",2017,38,"2017-09-24","STATE","MONTANA",30,1,30,42,20,7
"MONTANA-2017-10-01",2017,39,"2017-10-01","STATE","MONTANA",30,2,33,46,15,4
"MONTANA-2017-10-08",2017,40,"2017-10-08","STATE","MONTANA",30,5,42,35,10,8
"MONTANA-2017-10-15",2017,41,"2017-10-15","STATE","MONTANA",30,1,29,49,12,9
"MONTANA-2017-10-22",2017,42,"2017-10-22","STATE","MONTANA",30,7,33,39,15,6
"MONTANA-2017-10-29",2017,43,"2017-10-29","STATE","MONTANA",30,6,37,39,14,4
"MONTANA-2018-06-10",2018,23,"2018-06-10","STATE","MONTANA",30,14,62,21,3,0
"MONTANA-2018-06-17",2018,24,"2018-06-17","STATE","MONTANA",30,13,61,24,2,0
"MONTANA-2018-06-24",2018,25,"2018-06-24","STATE","MONTANA",30,14,63,20,2,1
"MONTANA-2018-07-01",2018,26,"2018-07-01","STATE","MONTANA",30,18,60,19,2,1
"MONTANA-2018-07-08",2018,27,"2018-07-08","STATE","MONTANA",30,12,60,21,6,1
"MONTANA-2018-07-15",2018,28,"2018-07-15","STATE","MONTANA",30,19,57,17,5,2
"MONTANA-2018-07-22",2018,29,"2018-07-22","STATE","MONTANA",30,16,65,15,3,1
"MONTANA-2018-07-29",2018,30,"2018-07-29","STATE","MONTANA",30,18,66,14,2,0
"MONTANA-2018-08-05",2018,31,"2018-08-05","STATE","MONTANA",30,15,61,22,2,0
"MONTANA-2018-08-12",2018,32,"2018-08-12","STATE","MONTANA",30,17,61,18,3,1
"MONTANA-2018-08-19",2018,33,"2018-08-19","STATE","MONTANA",30,17,56,22,4,1
"MONTANA-2018-08-26",2018,34,"2018-08-26","STATE","MONTANA",30,13,60,22,4,1
"MONTANA-2018-09-02",2018,35,"2018-09-02","STATE","MONTANA",30,16,55,20,9,0
"MONTANA-2018-09-09",2018,36,"2018-09-09","STATE","MONTANA",30,14,58,16,12,0
"MONTANA-2018-09-16",2018,37,"2018-09-16","STATE","MONTANA",30,13,55,20,12,0
"MONTANA-2018-09-23",2018,38,"2018-09-23","STATE","MONTANA",30,17,60,17,5,1
"MONTANA-2018-09-30",2018,39,"2018-09-30","STATE","MONTANA",30,19,60,17,4,0
"MONTANA-2018-10-07",2018,40,"2018-10-07","STATE","MONTANA",30,13,52,26,8,1
"MONTANA-2018-10-14",2018,41,"2018-10-14","STATE","MONTANA",30,21,43,26,9,1
"MONTANA-2018-10-21",2018,42,"2018-10-21","STATE","MONTANA",30,19,52,22,7,0
"MONTANA-2018-10-28",2018,43,"2018-10-28","STATE","MONTANA",30,17,61,18,4,0
"MONTANA-2019-06-16",2019,24,"2019-06-16","STATE","MONTANA",30,8,71,21,0,0
"MONTANA-2019-06-23",2019,25,"2019-06-23","STATE","MONTANA",30,8,69,23,0,0
"MONTANA-2019-06-30",2019,26,"2019-06-30","STATE","MONTANA",30,5,73,19,3,0
"MONTANA-2019-07-07",2019,27,"2019-07-07","STATE","MONTANA",30,6,67,24,3,0
"MONTANA-2019-07-14",2019,28,"2019-07-14","STATE","MONTANA",30,14,69,15,2,0
"MONTANA-2019-07-21",2019,29,"2019-07-21","STATE","MONTANA",30,16,65,15,4,0
"MONTANA-2019-07-28",2019,30,"2019-07-28","STATE","MONTANA",30,8,68,19,5,0
"MONTANA-2019-08-04",2019,31,"2019-08-04","STATE","MONTANA",30,4,77,17,2,0
"MONTANA-2019-08-11",2019,32,"2019-08-11","STATE","MONTANA",30,5,62,22,8,3
"MONTANA-2019-08-18",2019,33,"2019-08-18","STATE","MONTANA",30,5,61,21,8,5
"MONTANA-2019-08-25",2019,34,"2019-08-25","STATE","MONTANA",30,11,67,18,4,0
"MONTANA-2019-09-01",2019,35,"2019-09-01","STATE","MONTANA",30,12,61,22,4,1
"MONTANA-2019-09-08",2019,36,"2019-09-08","STATE","MONTANA",30,12,59,24,4,1
"MONTANA-2019-09-15",2019,37,"2019-09-15","STATE","MONTANA",30,10,62,24,4,0
"MONTANA-2019-09-22",2019,38,"2019-09-22","STATE","MONTANA",30,11,61,23,4,1
"MONTANA-2019-09-29",2019,39,"2019-09-29","STATE","MONTANA",30,10,64,22,4,0
"MONTANA-2019-10-06",2019,40,"2019-10-06","STATE","MONTANA",30,9,63,22,6,0
"MONTANA-2019-10-13",2019,41,"2019-10-13","STATE","MONTANA",30,9,64,21,6,0
"MONTANA-2019-10-20",2019,42,"2019-10-20","STATE","MONTANA",30,9,60,23,7,1
"MONTANA-2019-10-27",2019,43,"2019-10-27","STATE","MONTANA",30,7,61,24,7,1
"MONTANA-2019-11-03",2019,44,"2019-11-03","STATE","MONTANA",30,8,58,26,7,1
"MONTANA-2019-11-10",2019,45,"2019-11-10","STATE","MONTANA",30,8,61,23,7,1
"MONTANA-2019-11-17",2019,46,"2019-11-17","STATE","MONTANA",30,7,45,34,13,1
"MONTANA-2019-11-24",2019,47,"2019-11-24","STATE","MONTANA",30,7,46,34,12,1
"MONTANA-2020-06-14",2020,24,"2020-06-14","STATE","MONTANA",30,12,67,21,0,0
"MONTANA-2020-06-21",2020,25,"2020-06-21","STATE","MONTANA",30,11,62,27,0,0
"MONTANA-2020-06-28",2020,26,"2020-06-28","STATE","MONTANA",30,12,58,29,1,0
"MONTANA-2020-07-05",2020,27,"2020-07-05","STATE","MONTANA",30,13,69,16,2,0
"MONTANA-2020-07-12",2020,28,"2020-07-12","STATE","MONTANA",30,18,72,10,0,0
"MONTANA-2020-07-19",2020,29,"2020-07-19","STATE","MONTANA",30,17,67,15,1,0
"MONTANA-2020-07-26",2020,30,"2020-07-26","STATE","MONTANA",30,16,76,8,0,0
"MONTANA-2020-08-02",2020,31,"2020-08-02","STATE","MONTANA",30,18,74,8,0,0
"MONTANA-2020-08-09",2020,32,"2020-08-09","STATE","MONTANA",30,22,70,8,0,0
"MONTANA-2020-08-16",2020,33,"2020-08-16","STATE","MONTANA",30,19,76,5,0,0
"MONTANA-2020-08-23",2020,34,"2020-08-23","STATE","MONTANA",30,19,73,8,0,0
"MONTANA-2020-08-30",2020,35,"2020-08-30","STATE","MONTANA",30,17,63,20,0,0
"MONTANA-2020-09-06",2020,36,"2020-09-06","STATE","MONTANA",30,16,62,21,1,0
"MONTANA-2020-09-13",2020,37,"2020-09-13","STATE","MONTANA",30,17,60,22,1,0
"MONTANA-2020-09-20",2020,38,"2020-09-20","STATE","MONTANA",30,18,61,20,1,0
"MONTANA-2020-09-27",2020,39,"2020-09-27","STATE","MONTANA",30,18,60,20,1,1
"MONTANA-2020-10-04",2020,40,"2020-10-04","STATE","MONTANA",30,16,52,29,3,0
"MONTANA-2020-10-11",2020,41,"2020-10-11","STATE","MONTANA",30,18,61,20,1,0
"MONTANA-2020-10-18",2020,42,"2020-10-18","STATE","MONTANA",30,13,70,16,1,0
"MONTANA-2020-10-25",2020,43,"2020-10-25","STATE","MONTANA",30,15,59,25,1,0
"MONTANA-2020-11-01",2020,44,"2020-11-01","STATE","MONTANA",30,20,61,18,1,0
"NEBRASKA-1986-06-01",1986,22,"1986-06-01","STATE","NEBRASKA",31,18,72,9,1,0
"NEBRASKA-1986-06-08",1986,23,"1986-06-08","STATE","NEBRASKA",31,19,75,6,0,0
"NEBRASKA-1986-06-15",1986,24,"1986-06-15","STATE","NEBRASKA",31,23,77,0,0,0
"NEBRASKA-1986-06-22",1986,25,"1986-06-22","STATE","NEBRASKA",31,22,69,9,0,0
"NEBRASKA-1986-06-29",1986,26,"1986-06-29","STATE","NEBRASKA",31,35,57,8,0,0
"NEBRASKA-1986-07-06",1986,27,"1986-07-06","STATE","NEBRASKA",31,35,57,7,1,0
"NEBRASKA-1986-07-13",1986,28,"1986-07-13","STATE","NEBRASKA",31,47,45,8,0,0
"NEBRASKA-1986-07-20",1986,29,"1986-07-20","STATE","NEBRASKA",31,51,48,1,0,0
"NEBRASKA-1986-07-27",1986,30,"1986-07-27","STATE","NEBRASKA",31,51,46,3,0,0
"NEBRASKA-1986-08-03",1986,31,"1986-08-03","STATE","NEBRASKA",31,51,45,4,0,0
"NEBRASKA-1986-08-10",1986,32,"1986-08-10","STATE","NEBRASKA",31,43,50,6,1,0
"NEBRASKA-1986-08-17",1986,33,"1986-08-17","STATE","NEBRASKA",31,46,51,2,1,0
"NEBRASKA-1986-08-24",1986,34,"1986-08-24","STATE","NEBRASKA",31,59,39,2,0,0
"NEBRASKA-1986-08-31",1986,35,"1986-08-31","STATE","NEBRASKA",31,51,48,1,0,0
"NEBRASKA-1986-09-07",1986,36,"1986-09-07","STATE","NEBRASKA",31,37,56,5,2,0
"NEBRASKA-1986-09-14",1986,37,"1986-09-14","STATE","NEBRASKA",31,46,49,4,1,0
"NEBRASKA-1986-09-21",1986,38,"1986-09-21","STATE","NEBRASKA",31,45,48,7,0,0
"NEBRASKA-1986-09-28",1986,39,"1986-09-28","STATE","NEBRASKA",31,45,45,10,0,0
"NEBRASKA-1987-05-24",1987,21,"1987-05-24","STATE","NEBRASKA",31,15,75,10,0,0
"NEBRASKA-1987-05-31",1987,22,"1987-05-31","STATE","NEBRASKA",31,10,60,30,0,0
"NEBRASKA-1987-06-07",1987,23,"1987-06-07","STATE","NEBRASKA",31,17,71,12,0,0
"NEBRASKA-1987-06-14",1987,24,"1987-06-14","STATE","NEBRASKA",31,10,83,7,0,0
"NEBRASKA-1987-06-21",1987,25,"1987-06-21","STATE","NEBRASKA",31,6,85,9,0,0
"NEBRASKA-1987-06-28",1987,26,"1987-06-28","STATE","NEBRASKA",31,15,78,7,0,0
"NEBRASKA-1987-07-05",1987,27,"1987-07-05","STATE","NEBRASKA",31,15,80,5,0,0
"NEBRASKA-1987-07-12",1987,28,"1987-07-12","STATE","NEBRASKA",31,25,72,3,0,0
"NEBRASKA-1987-07-19",1987,29,"1987-07-19","STATE","NEBRASKA",31,27,73,0,0,0
"NEBRASKA-1987-07-26",1987,30,"1987-07-26","STATE","NEBRASKA",31,11,69,20,0,0
"NEBRASKA-1987-08-02",1987,31,"1987-08-02","STATE","NEBRASKA",31,7,65,28,0,0
"NEBRASKA-1987-08-09",1987,32,"1987-08-09","STATE","NEBRASKA",31,11,60,24,5,0
"NEBRASKA-1987-08-16",1987,33,"1987-08-16","STATE","NEBRASKA",31,18,59,18,5,0
"NEBRASKA-1987-08-23",1987,34,"1987-08-23","STATE","NEBRASKA",31,11,67,22,0,0
"NEBRASKA-1987-08-30",1987,35,"1987-08-30","STATE","NEBRASKA",31,23,60,16,1,0
"NEBRASKA-1987-09-06",1987,36,"1987-09-06","STATE","NEBRASKA",31,19,64,16,1,0
"NEBRASKA-1987-09-13",1987,37,"1987-09-13","STATE","NEBRASKA",31,22,68,9,1,0
"NEBRASKA-1987-09-20",1987,38,"1987-09-20","STATE","NEBRASKA",31,18,74,7,1,0
"NEBRASKA-1987-09-27",1987,39,"1987-09-27","STATE","NEBRASKA",31,15,70,13,2,0
"NEBRASKA-1987-10-04",1987,40,"1987-10-04","STATE","NEBRASKA",31,20,69,10,1,0
"NEBRASKA-1987-10-11",1987,41,"1987-10-11","STATE","NEBRASKA",31,24,69,7,0,0
"NEBRASKA-1988-05-29",1988,21,"1988-05-29","STATE","NEBRASKA",31,2,74,24,0,0
"NEBRASKA-1988-06-05",1988,22,"1988-06-05","STATE","NEBRASKA",31,1,84,15,0,0
"NEBRASKA-1988-06-12",1988,23,"1988-06-12","STATE","NEBRASKA",31,1,51,47,1,0
"NEBRASKA-1988-06-19",1988,24,"1988-06-19","STATE","NEBRASKA",31,2,50,48,0,0
"NEBRASKA-1988-06-26",1988,25,"1988-06-26","STATE","NEBRASKA",31,0,30,62,8,0
"NEBRASKA-1988-07-03",1988,26,"1988-07-03","STATE","NEBRASKA",31,4,38,53,5,0
"NEBRASKA-1988-07-10",1988,27,"1988-07-10","STATE","NEBRASKA",31,0,30,63,7,0
"NEBRASKA-1988-07-17",1988,28,"1988-07-17","STATE","NEBRASKA",31,2,55,38,5,0
"NEBRASKA-1988-07-24",1988,29,"1988-07-24","STATE","NEBRASKA",31,9,59,32,0,0
"NEBRASKA-1988-07-31",1988,30,"1988-07-31","STATE","NEBRASKA",31,9,58,30,3,0
"NEBRASKA-1988-08-07",1988,31,"1988-08-07","STATE","NEBRASKA",31,15,54,21,10,0
"NEBRASKA-1988-08-14",1988,32,"1988-08-14","STATE","NEBRASKA",31,14,45,24,15,2
